thread_root_id,thread_subject,year,primary_topic,list_function,thread_length,first_url,renou_states,renou_registers,renou_labels,matched_message_count,match_count,confidence,evidence
000009,forwarded message: seeking Mahabharata e-text.,1990,Bibliographic requests,identification/help request,1,https://list.indology.info/pipermail/indology/1990-November/000009.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
000200,help on Mahabharata passage,1992,Texts and philology,identification/help request,3,https://list.indology.info/pipermail/indology/1992-March/000200.html,III,epic,Epic; Epic & prolongements,3,6,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
000206,Mahabharata 5.172.20 follow-up,1992,Texts and philology,general discussion,2,https://list.indology.info/pipermail/indology/1992-March/000206.html,III,epic,Epic; Epic & prolongements,2,4,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
000323,Harivamsa Translation,1992,Texts and philology,philological discussion,3,https://list.indology.info/pipermail/indology/1992-September/000323.html,III,epic,Epic; Epic & prolongements,2,4,subject_pattern,subject matched `Harivamsa` using `state_III`; subject matched `Harivamsa` using `register_epic`; subject matched `Harivamsa` using `state_III`; subject matched `Harivamsa` using `register_epic`
000324,Surgery,1992,General scholarly discussion,general discussion,8,https://list.indology.info/pipermail/indology/1992-September/000324.html,III,epic,Epic; Epic & prolongements,2,4,subject_pattern,subject matched `Harivamsa` using `state_III`; subject matched `Harivamsa` using `register_epic`; subject matched `Harivamsa` using `state_III`; subject matched `Harivamsa` using `register_epic`
000336,Harivamsa Translation,1992,Texts and philology,philological discussion,1,https://list.indology.info/pipermail/indology/1992-September/000336.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Harivamsa` using `state_III`; subject matched `Harivamsa` using `register_epic`
000805,Tamil Ramayana,1993,Texts and philology,general discussion,2,https://list.indology.info/pipermail/indology/1993-December/000808.html,II; III,epic; vyakarana,Epic; Epic & prolongements; Pāṇinian; Vyākaraṇa,2,4,subject_pattern,subject matched `Ramayana` using `state_III`; subject matched `Ramayana` using `register_epic`; subject matched `Patanjali` using `state_II`; subject matched `Patanjali` using `register_vyakarana`
000806,Ayodhya discussion,1993,General scholarly discussion,general discussion,4,https://list.indology.info/pipermail/indology/1993-December/000806.html,III,epic,Epic; Epic & prolongements,3,6,subject_pattern,subject matched `Ramayana` using `state_III`; subject matched `Ramayana` using `register_epic`; subject matched `Ramayana` using `state_III`; subject matched `Ramayana` using `register_epic`; subject matched `Ramayana` using `state_III`; subject matched `Ramayana` using `register_epic`
001574,Mahabharata and Ramayana,1994,Texts and philology,general discussion,2,https://list.indology.info/pipermail/indology/1994-November/001574.html,III,epic,Epic; Epic & prolongements,2,4,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `RAMAYANA` using `state_III`; subject matched `RAMAYANA` using `register_epic`
001576,RAMAYANA & MAHABHARATA e-texts,1994,Texts and philology,general discussion,1,https://list.indology.info/pipermail/indology/1994-November/001576.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `RAMAYANA` using `state_III`; subject matched `RAMAYANA` using `register_epic`
001577,Mahaabhaarata and Raamaayana available,1994,General scholarly discussion,general discussion,6,https://list.indology.info/pipermail/indology/1994-November/001577.html,III,epic,Epic; Epic & prolongements,2,4,subject_pattern,subject matched `RAMAYANA` using `state_III`; subject matched `RAMAYANA` using `register_epic`; subject matched `RAMAYANA` using `state_III`; subject matched `RAMAYANA` using `register_epic`
001580,Disk quotas,1994,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1994-November/001580.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `RAMAYANA` using `state_III`; subject matched `RAMAYANA` using `register_epic`
001589,RAMAYANA & MAHABHARATA e-texts,1994,Texts and philology,general discussion,2,https://list.indology.info/pipermail/indology/1994-November/001589.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `RAMAYANA` using `state_III`; subject matched `RAMAYANA` using `register_epic`
001616,Help on using Binhex4.0,1994,General scholarly discussion,identification/help request,5,https://list.indology.info/pipermail/indology/1994-November/001616.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Ramayana` using `state_III`; subject matched `Ramayana` using `register_epic`
001627,H-ASIA: Inspired revisionism-Hist. of India (LONG) (fwd),1994,History and culture,general discussion,2,https://list.indology.info/pipermail/indology/1994-November/001627.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Ramayana` using `state_III`; subject matched `Ramayana` using `register_epic`
001636,The Ramayana and the Mahabharata files,1994,Texts and philology,general discussion,2,https://list.indology.info/pipermail/indology/1994-December/001636.html,III,epic,Epic; Epic & prolongements,2,4,subject_pattern,subject matched `Ramayana` using `state_III`; subject matched `Ramayana` using `register_epic`; subject matched `Ramayana` using `state_III`; subject matched `Ramayana` using `register_epic`
001759,Culture and Accounting,1995,History and culture,general discussion,6,https://list.indology.info/pipermail/indology/1995-January/001759.html,III,epic; kavya,Epic; Epic & prolongements; Kāvya,2,3,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`; subject matched `Poem` using `register_kavya`
002316,keeep indecency alive! (fwd),1995,General scholarly discussion,general discussion,4,https://list.indology.info/pipermail/indology/1995-April/002316.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
002321,Begining of Life----When? (fwd),1995,General scholarly discussion,general discussion,2,https://list.indology.info/pipermail/indology/1995-April/002321.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
002323,address request,1995,Bibliographic requests,general discussion,3,https://list.indology.info/pipermail/indology/1995-April/002325.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
002329,Mahabharata,1995,Texts and philology,general discussion,1,https://list.indology.info/pipermail/indology/1995-April/002329.html,III,epic,Epic; Epic & prolongements,1,2,subject_pattern,subject matched `Mahabharata` using `state_III`; subject matched `Mahabharata` using `register_epic`
002493,epic tellings,1995,General scholarly discussion,general discussion,1,https://list.indology.info/pipermail/indology/1995-May/002493.html,,epic,Epic,1,1,subject_pattern,subject matched `epic` using `register_epic`
