source,target,edge_type,year,series,weight
person:PERS_12125da9,person:PERS_efc88709,person_person_same_session,2025,Roerich Readings,1
person:PERS_12125da9,person:PERS_f074f69f,person_person_same_session,2013,Zograf Readings,1
person:PERS_12125da9,person:PERS_f5b8b340,person_person_same_session,2007,Zograf Readings,1
person:PERS_12125da9,person:PERS_f8ab5755,person_person_same_session,2010,Zograf Readings,1
person:PERS_12125da9,person:PERS_fb25c80f,person_person_same_session,2007,Zograf Readings,1
person:PERS_12125da9,person:PERS_fc976255,person_person_same_session,2012,Roerich Readings,1
person:PERS_142b5c2b,person:PERS_1a097e52,person_person_same_session,2011,Zograf Readings,1
person:PERS_142b5c2b,person:PERS_260a598a,person_person_same_session,2011,Zograf Readings,1
person:PERS_142b5c2b,person:PERS_30b54681,person_person_same_session,2011,Zograf Readings,1
person:PERS_142b5c2b,person:PERS_3357f25b,person_person_same_session,2011,Zograf Readings,1
person:PERS_142b5c2b,person:PERS_92f293f8,person_person_same_session,2011,Zograf Readings,1
person:PERS_147ab928,person:PERS_6578b52d,person_person_same_session,2025,Roerich Readings,1
person:PERS_147ab928,person:PERS_ced3d7b4,person_person_same_session,2025,Roerich Readings,1
person:PERS_147ab928,person:PERS_d4c2cc5e,person_person_same_session,2025,Roerich Readings,1
person:PERS_147ab928,person:PERS_e1dd6b3e,person_person_same_session,2025,Roerich Readings,1
person:PERS_147ab928,person:PERS_f074f69f,person_person_same_session,2025,Roerich Readings,1
person:PERS_168a3a8b,person:PERS_8df81b6d,person_person_same_session,2026,Zograf Readings,1
person:PERS_168a3a8b,person:PERS_a0f3d86d,person_person_same_session,2026,Zograf Readings,1
person:PERS_168a3a8b,person:PERS_a84aedaa,person_person_same_session,2026,Zograf Readings,1
person:PERS_168a3a8b,person:PERS_c2ffc606,person_person_same_session,2026,Zograf Readings,1
person:PERS_180c5e5c,person:PERS_1a097e52,person_person_same_session,2014,Zograf Readings,1
person:PERS_180c5e5c,person:PERS_56508328,person_person_same_session,2014,Zograf Readings,1
person:PERS_180c5e5c,person:PERS_92f293f8,person_person_same_session,2014,Zograf Readings,1
person:PERS_18fcab2a,person:PERS_3b196639,person_person_same_session,2021,Zograf Readings,1
person:PERS_18fcab2a,person:PERS_467d4dbb,person_person_same_session,2021,Zograf Readings,1
person:PERS_18fcab2a,person:PERS_856eb5c6,person_person_same_session,2020,Zograf Readings,1
person:PERS_18fcab2a,person:PERS_bcaec2d8,person_person_same_session,2020,Zograf Readings,1
person:PERS_18fcab2a,person:PERS_cfb92c5f,person_person_same_session,2020,Zograf Readings,1
person:PERS_1a097e52,person:PERS_22d87263,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_23215083,person_person_same_session,2007,Zograf Readings,1
person:PERS_1a097e52,person:PERS_260a598a,person_person_same_session,2011,Zograf Readings,1
person:PERS_1a097e52,person:PERS_260a598a,person_person_same_session,2012,Zograf Readings,1
person:PERS_1a097e52,person:PERS_260a598a,person_person_same_session,2021,Zograf Readings,1
person:PERS_1a097e52,person:PERS_28317057,person_person_same_session,2006,Zograf Readings,1
person:PERS_1a097e52,person:PERS_3074a8e5,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_30b54681,person_person_same_session,2011,Zograf Readings,1
person:PERS_1a097e52,person:PERS_310b2911,person_person_same_session,2025,Zograf Readings,1
person:PERS_1a097e52,person:PERS_3357f25b,person_person_same_session,2011,Zograf Readings,1
person:PERS_1a097e52,person:PERS_3357f25b,person_person_same_session,2012,Zograf Readings,1
person:PERS_1a097e52,person:PERS_3357f25b,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_35ac9c82,person_person_same_session,2006,Zograf Readings,1
person:PERS_1a097e52,person:PERS_3d22e8d4,person_person_same_session,2007,Zograf Readings,1
person:PERS_1a097e52,person:PERS_40f75cf9,person_person_same_session,2022,Zograf Readings,1
person:PERS_1a097e52,person:PERS_4a0de87e,person_person_same_session,2026,Zograf Readings,1
person:PERS_1a097e52,person:PERS_56508328,person_person_same_session,2006,Zograf Readings,1
person:PERS_1a097e52,person:PERS_56508328,person_person_same_session,2014,Zograf Readings,1
person:PERS_1a097e52,person:PERS_56508328,person_person_same_session,2018,Zograf Readings,1
person:PERS_1a097e52,person:PERS_56508328,person_person_same_session,2021,Zograf Readings,1
person:PERS_1a097e52,person:PERS_56508328,person_person_same_session,2022,Zograf Readings,1
person:PERS_1a097e52,person:PERS_5bbfea37,person_person_same_session,2006,Zograf Readings,1
person:PERS_1a097e52,person:PERS_5d34c947,person_person_same_session,2020,Zograf Readings,1
person:PERS_1a097e52,person:PERS_69750b7c,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_7eb0dc30,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_7f908d49,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_829c1de5,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_8516d1e4,person_person_same_session,2020,Zograf Readings,1
person:PERS_1a097e52,person:PERS_8df3730a,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_91b473b1,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_92868e4f,person_person_same_session,2006,Zograf Readings,1
person:PERS_1a097e52,person:PERS_92f293f8,person_person_same_session,2011,Zograf Readings,1
person:PERS_1a097e52,person:PERS_92f293f8,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_92f293f8,person_person_same_session,2014,Zograf Readings,1
person:PERS_1a097e52,person:PERS_9a855a7b,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_9ad66151,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_9bf51055,person_person_same_session,2006,Zograf Readings,1
person:PERS_1a097e52,person:PERS_a0264ac5,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_a84aedaa,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_c48611e0,person_person_same_session,2007,Zograf Readings,1
person:PERS_1a097e52,person:PERS_c48611e0,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_c52dfaa0,person_person_same_session,2007,Zograf Readings,1
person:PERS_1a097e52,person:PERS_c52dfaa0,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_c5677a3f,person_person_same_session,2007,Zograf Readings,1
person:PERS_1a097e52,person:PERS_c5677a3f,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_d98da899,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_dd7de77e,person_person_same_session,2006,Zograf Readings,1
person:PERS_1a097e52,person:PERS_dd7de77e,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_ebb6d156,person_person_same_session,2018,Zograf Readings,1
person:PERS_1a097e52,person:PERS_efc88709,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_efc88709,person_person_same_session,2018,Zograf Readings,1
person:PERS_1a097e52,person:PERS_f074f69f,person_person_same_session,2013,Zograf Readings,1
person:PERS_1a097e52,person:PERS_f5b8b340,person_person_same_session,2007,Zograf Readings,1
person:PERS_1a097e52,person:PERS_f82b6a8e,person_person_same_session,2025,Zograf Readings,1
person:PERS_1a097e52,person:PERS_f940c5b3,person_person_same_session,2006,Zograf Readings,1
person:PERS_1a097e52,person:PERS_fb25c80f,person_person_same_session,2007,Zograf Readings,1
person:PERS_1c6fcce5,person:PERS_1fa7cc0c,person_person_same_session,2016,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_287fe378,person_person_same_session,2021,Zograf Readings,1
person:PERS_1c6fcce5,person:PERS_2fd442aa,person_person_same_session,2018,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_2fd442aa,person_person_same_session,2022,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_41d6aa73,person_person_same_session,2018,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_41d6aa73,person_person_same_session,2020,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_41d6aa73,person_person_same_session,2021,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_50d73711,person_person_same_session,2022,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_5ed752d9,person_person_same_session,2018,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_6441d568,person_person_same_session,2020,Zograf Readings,1
person:PERS_1c6fcce5,person:PERS_6578b52d,person_person_same_session,2020,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_72506535,person_person_same_session,2022,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_9a855a7b,person_person_same_session,2021,Zograf Readings,1
person:PERS_1c6fcce5,person:PERS_af811d47,person_person_same_session,2020,Zograf Readings,1
person:PERS_1c6fcce5,person:PERS_bc97fb65,person_person_same_session,2020,Zograf Readings,1
person:PERS_1c6fcce5,person:PERS_c52dfaa0,person_person_same_session,2016,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_d98da899,person_person_same_session,2021,Zograf Readings,1
person:PERS_1c6fcce5,person:PERS_e1dd6b3e,person_person_same_session,2021,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_e9545a0b,person_person_same_session,2020,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_efc88709,person_person_same_session,2020,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_f2fef030,person_person_same_session,2018,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_f2fef030,person_person_same_session,2021,Roerich Readings,1
person:PERS_1c6fcce5,person:PERS_fb25c80f,person_person_same_session,2020,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_28317057,person_person_same_session,2004,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_35a30342,person_person_same_session,2018,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_36dabb79,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_36dabb79,person_person_same_session,2019,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_3b196639,person_person_same_session,2019,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_3b196639,person_person_same_session,2019,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_3b196639,person_person_same_session,2020,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_3c7d41ac,person_person_same_session,2012,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_3e105f43,person_person_same_session,2010,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_3e105f43,person_person_same_session,2012,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_40862f5e,person_person_same_session,2011,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_40862f5e,person_person_same_session,2012,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_41d6aa73,person_person_same_session,2018,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_47ad46f1,person_person_same_session,2011,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_50d73711,person_person_same_session,2020,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_5d324297,person_person_same_session,2012,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_5d324297,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_61202bf3,person_person_same_session,2010,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_61202bf3,person_person_same_session,2011,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_61202bf3,person_person_same_session,2012,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_61202bf3,person_person_same_session,2012,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_61202bf3,person_person_same_session,2015,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_6578b52d,person_person_same_session,2015,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_6578b52d,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_6578b52d,person_person_same_session,2018,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_6578b52d,person_person_same_session,2019,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_6e211759,person_person_same_session,2012,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_7542d270,person_person_same_session,2019,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_7da0afff,person_person_same_session,2018,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_7eb0dc30,person_person_same_session,2018,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_8108c314,person_person_same_session,2012,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_8df3730a,person_person_same_session,2019,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_92868e4f,person_person_same_session,2010,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_92868e4f,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_92f293f8,person_person_same_session,2012,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_9374fd12,person_person_same_session,2015,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_9a855a7b,person_person_same_session,2018,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_c52dfaa0,person_person_same_session,2012,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_c52dfaa0,person_person_same_session,2016,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_c52dfaa0,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_c52dfaa0,person_person_same_session,2019,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_c5677a3f,person_person_same_session,2012,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_d98da899,person_person_same_session,2004,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_d98da899,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_da862dde,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_dd7de77e,person_person_same_session,2019,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_df6e2007,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_e31ca12d,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_e31ca12d,person_person_same_session,2018,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_e31ca12d,person_person_same_session,2018,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_e31ca12d,person_person_same_session,2019,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_e31ca12d,person_person_same_session,2020,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_e72d4c09,person_person_same_session,2012,Zograf Readings,1
person:PERS_1fa7cc0c,person:PERS_e72d4c09,person_person_same_session,2015,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_e9545a0b,person_person_same_session,2017,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_ee3448c3,person_person_same_session,2012,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_f074f69f,person_person_same_session,2015,Roerich Readings,1
person:PERS_1fa7cc0c,person:PERS_f940c5b3,person_person_same_session,2004,Zograf Readings,1
person:PERS_2011b78d,person:PERS_3c7d41ac,person_person_same_session,2021,Roerich Readings,1
person:PERS_2011b78d,person:PERS_45a76880,person_person_same_session,2021,Roerich Readings,1
person:PERS_2011b78d,person:PERS_8e117242,person_person_same_session,2021,Roerich Readings,1
person:PERS_2011b78d,person:PERS_9f398436,person_person_same_session,2021,Roerich Readings,1
person:PERS_2011b78d,person:PERS_e9545a0b,person_person_same_session,2021,Roerich Readings,1
person:PERS_2095dc59,person:PERS_40862f5e,person_person_same_session,2024,Roerich Readings,1
person:PERS_2095dc59,person:PERS_5228da95,person_person_same_session,2024,Roerich Readings,1
